Case_ID,Group,Case_Type,Cycle_Time,Auth_Time,Evidence_Count,Session_Count,Backlog_Rate,Registration_Date,Verdict_Date,Court,Status
EXP-027,Experimental,Cyber_Fraud,17,4,3,2,5.2,7/27/2023,8/13/2023,Tehran Appeal Court,Closed
EXP-028,Experimental,Data_Breach,17,3,2,2,5.2,7/28/2023,8/14/2023,Tehran Appeal Court,Closed
EXP-029,Experimental,Cyber_Fraud,17,4,2,2,5.2,7/29/2023,8/15/2023,Tehran Appeal Court,Closed
EXP-030,Experimental,Unauthorized_Access,17,5,3,2,5.2,7/30/2023,8/16/2023,Tehran Appeal Court,Closed
EXP-031,Experimental,Cyber_Fraud,16,4,2,2,5.2,7/31/2023,8/17/2023,Tehran Appeal Court,Closed
EXP-032,Experimental,Digital_Forgery,16,3,2,2,5.2,8/1/2023,8/18/2023,Tehran Appeal Court,Closed
EXP-033,Experimental,Cyber_Fraud,16,4,3,2,5.2,8/2/2023,8/19/2023,Tehran Appeal Court,Closed
EXP-034,Experimental,Unauthorized_Access,16,4,2,2,5.2,8/3/2023,8/20/2023,Tehran Appeal Court,Closed
EXP-035,Experimental,Data_Breach,16,5,2,2,5.2,8/4/2023,8/21/2023,Tehran Appeal Court,Closed
EXP-036,Experimental,Cyber_Fraud,16,4,3,2,5.2,8/5/2023,8/22/2023,Tehran Appeal Court,Closed
EXP-037,Experimental,Unauthorized_Access,16,3,2,2,5.2,8/6/2023,8/23/2023,Tehran Appeal Court,Closed
EXP-038,Experimental,Cyber_Fraud,16,4,2,2,5.2,8/7/2023,8/24/2023,Tehran Appeal Court,Closed
EXP-039,Experimental,Digital_Forgery,16,5,3,2,5.2,8/8/2023,8/25/2023,Tehran Appeal Court,Closed
EXP-040,Experimental,Cyber_Fraud,16,4,2,2,5.2,8/9/2023,8/26/2023,Tehran Appeal Court,Closed
EXP-041,Experimental,Unauthorized_Access,16,3,2,2,5.2,8/10/2023,8/27/2023,Tehran Appeal Court,Closed
EXP-042,Experimental,Data_Breach,16,4,3,2,5.2,8/11/2023,8/28/2023,Tehran Appeal Court,Closed
EXP-043,Experimental,Cyber_Fraud,16,4,2,2,5.2,8/12/2023,8/29/2023,Tehran Appeal Court,Closed
EXP-044,Experimental,Unauthorized_Access,16,5,2,2,5.2,8/13/2023,8/30/2023,Tehran Appeal Court,Closed
EXP-045,Experimental,Cyber_Fraud,16,4,3,2,5.2,8/14/2023,8/31/2023,Tehran Appeal Court,Closed
EXP-046,Experimental,Digital_Forgery,16,3,2,2,5.2,8/15/2023,9/1/2023,Tehran Appeal Court,Closed
EXP-047,Experimental,Cyber_Fraud,16,4,2,2,5.2,8/16/2023,9/2/2023,Tehran Appeal Court,Closed
EXP-048,Experimental,Unauthorized_Access,16,5,3,2,5.2,8/17/2023,9/3/2023,Tehran Appeal Court,Closed
EXP-049,Experimental,Data_Breach,16,4,2,2,5.2,8/18/2023,9/4/2023,Tehran Appeal Court,Closed
EXP-050,Experimental,Cyber_Fraud,16,3,2,2,5.2,8/19/2023,9/5/2023,Tehran Appeal Court,Closed
